"","y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"171",-4.114,-1.038,0.9485,0.5085,2.3236,0.2515,-1.3626,0.6165,-0.3602,0.2136,0.2438,12.32,12.39,77.715,379.1457,0.1028,0.0698,0.0399,0.037,0.1959,0.0596,-1.4671,1.2466,0.1087,1.7302,0.7338,-1.6122,1.1004,-0.3217,0.7922,0.733
"116",-109.1755,0.0476,0.67,1.1372,2.3411,-0.8205,-0.2698,0.2242,0.2765,0.2879,-0.8269,11.93,21.53,65.8453,422.953,0.0977,0.0785,0.0333,0.0201,0.1688,0.0619,0.2404,0.6945,1.0882,1.4784,-1.0479,0.0987,0.4845,0.6638,0.5609,-1.0486
"68",-88.4357,-0.5587,0.8743,0.8018,1.7738,1.1213,-0.8733,0.4572,-0.0306,-0.1724,1.1166,11.31,19.04,55.2846,228.3287,0.0814,0.047,0.0371,0.0223,0.1516,0.0567,-0.9624,1.166,0.5639,0.6688,1.882,-1.0995,0.9717,0.1529,-0.2102,1.8815
"350",-24.7125,-1.3131,-0.9461,1.3908,2.7922,-0.2109,-1.6241,-1.3221,0.5254,0.7761,-0.2192,11.95,14.96,88.0975,442.5987,0.1158,0.1206,0.0117,0.0179,0.2459,0.0658,-1.3802,-1.5268,1.5083,2.5164,-0.0345,-1.5212,-1.6935,1.082,1.6105,-0.0355
"238",-73.6454,0.8327,1.5917,0.1639,3.2453,-0.8528,0.409,1.1585,-0.9626,-0.3302,-0.859,20.48,21.46,130.7029,1260.6179,0.0836,0.0835,0.0904,0.0602,0.1467,0.0518,0.6179,2.388,-1.1358,1.4582,-0.9523,0.4154,2.1796,-1.6865,0.0621,-0.9529
"326",-48.999,1.0971,0.2153,2.1719,1.9137,0.3845,0.7688,-0.1828,1.285,-0.2583,0.3769,12.67,17.3,74.118,543.5033,0.1028,0.0766,0.0319,0.0211,0.1707,0.0598,1.5414,-0.0473,3.1977,0.9274,1.2891,1.3936,-0.2301,2.7606,-0.0316,1.2883
"422",-2.9852,0.1833,-2.7846,2.7494,1.7797,1.4424,-0.1571,-3.1204,1.7834,-0.7361,1.4375,14.69,13.98,92.7478,566.1901,0.1031,0.1836,0.145,0.063,0.2086,0.0741,0.9517,-4.158,3.5446,-0.1581,2.2349,0.7904,-4.3148,3.0661,-1.2331,2.2343
"111",-66.9251,-0.2376,0.1392,-1.3804,0.9943,1.1889,-0.5213,-0.2522,-2.1577,-0.6694,1.1833,9.777,16.99,46.8404,364.7385,0.1037,0.084,0.0433,0.0178,0.1584,0.0706,-0.424,0.0073,-2.4334,-0.5297,1.9235,-0.5469,-0.1732,-2.8166,-1.3042,1.9228
"7",-67.6358,1.3424,1.7432,1.2311,4.0332,0.0845,0.9482,1.3297,0.1646,0.8506,0.0777,18.25,19.98,112.5282,882.8262,0.0946,0.109,0.1127,0.074,0.1794,0.0574,2.083,1.987,1.3959,2.5805,0.6905,1.8952,1.7882,0.8709,1.2983,0.6898
"368",-57.2952,0.0902,2.1718,-0.2528,2.2887,1.5486,-0.2325,1.7683,-1.1235,0.1888,1.5425,12.21,18.02,97.0607,733.4723,0.0923,0.0718,0.0439,0.0203,0.1695,0.0592,0.0286,3.5102,-0.8861,1.3171,2.8509,-0.1155,3.3227,-1.3154,0.3832,2.8503
"225",-50.3081,0.3261,0.568,2.53,1.9719,1.146,-0.0158,0.1743,1.6262,-0.3269,1.1407,13.27,17.02,100.3061,644.3064,0.0844,0.0499,0.0355,0.0246,0.1496,0.0567,0.2987,0.71,3.0535,0.8477,1.8088,0.1457,0.5292,2.6078,-0.1541,1.8083
"543",-160.1296,-0.1308,0.2748,-0.6558,2.2264,1.7819,-0.4879,-0.2092,-1.6115,-0.3164,1.777,14.74,25.42,97.3163,610.5682,0.0828,0.0721,0.0411,0.0303,0.184,0.0568,-0.1434,0.627,-1.5003,1.2608,3.519,-0.3073,0.3948,-1.9711,0.1774,3.5185
"364",-41.6294,1.4713,0.0011,0.5914,0.5343,1.4793,1.0942,-0.4024,-0.4191,-2.322,1.4718,16.5,18.29,112.8963,890.8609,0.0969,0.0847,0.0586,0.0483,0.1495,0.0559,2.4365,0.0984,0.4903,-2.4207,2.2887,2.2602,-0.0906,-0.0075,-3.603,2.288
"246",-82.6472,0.7715,-1.2067,2.3395,0.0937,2.3189,0.4722,-1.6303,1.5402,-1.7023,2.3116,10.48,19.86,72.3537,257.5462,0.107,0.0597,0.0483,0.0307,0.1737,0.0644,0.9681,-1.7513,3.0296,-0.8279,3.6453,0.8385,-1.9506,2.6337,-1.6525,3.6444
"274",-49.1382,0.4475,1.3842,1.0013,3.1845,-0.6351,0.157,0.9988,0.2289,1.5274,-0.64,9.742,15.67,61.9543,289.7496,0.0904,0.0469,0.011,0.0141,0.2081,0.0631,0.6763,1.9521,1.2114,3.5568,-0.8802,0.553,1.7802,0.8313,2.7836,-0.8807
"79",-106.2865,1.4389,1.7358,2.3146,4.6801,-0.2383,1.0485,1.3075,1.1559,1.2055,-0.2456,20.18,23.97,147.8339,1268.8509,0.1286,0.3454,0.3754,0.1604,0.2906,0.0814,1.9257,2.4147,2.8341,3.4544,-0.3058,1.7299,2.1969,2.2644,2.0854,-0.3067
"457",-235.9019,-0.4808,0.8585,1.6578,0.6422,-0.4123,-0.7926,0.3441,0.8067,-1.3528,-0.4181,11.63,29.29,73.3298,283.4968,0.0936,0.0857,0.0716,0.0202,0.1799,0.0617,-0.7749,1.1528,1.9458,-0.682,-0.3493,-0.9139,0.9008,1.526,-1.5791,-0.3499
"390",-102.7229,2.3666,2.0803,-1.2573,4.3325,0.3946,1.9607,1.6416,-2.3607,0.9507,0.3871,19.55,23.21,130.8169,1043.2312,0.101,0.1318,0.1856,0.1021,0.1989,0.0588,4.0684,3.1544,-3.0531,3.4184,0.8542,3.8727,2.9374,-3.5961,2.0773,0.8534
"17",-85.8868,0.3105,1.1913,1.6481,3.3936,-0.1056,-0.0459,0.7698,0.6977,0.8171,-0.1127,14.68,20.13,82.4433,879.8019,0.0987,0.072,0.074,0.0526,0.1586,0.0592,0.9012,0.9811,1.1574,2.2432,0.0574,0.7378,0.7806,0.6869,1.1494,0.0567
"463",-195.2572,-0.3629,2.4147,-0.0594,2.7612,1.7439,-0.7195,1.9138,-1.0067,0.2607,1.7408,14.4,26.99,75.1222,636.3743,0.07,0.0522,0.0348,0.0174,0.1707,0.0543,-0.7042,3.2788,-0.638,2.0148,2.5052,-0.8659,3.038,-1.1031,0.9455,2.5049
"324",-72.0424,1.7857,2.4168,0.9839,4.475,1.0114,1.378,2.0037,-0.1431,0.9704,1.0031,20.34,21.51,130.2957,1267.3105,0.117,0.1875,0.2565,0.1504,0.2569,0.0667,1.9083,3.3446,0.9179,3.3518,1.701,1.7086,3.139,0.3625,1.9745,1.7001
"107",-68.0474,-0.1838,-0.0429,0.1622,2.3585,0.7307,-0.4931,-0.4445,-0.6862,0.3699,0.7224,11.64,18.33,79.2561,445.0097,0.1142,0.1017,0.0707,0.0348,0.1801,0.0652,-0.4781,-0.5544,-0.0433,1.6874,0.9254,-0.6169,-0.7434,-0.4636,0.7925,0.9245
"298",-56.7535,1.1923,1.1582,2.1414,1.51,-0.5563,0.8737,0.7487,1.2941,-0.5261,-0.5628,11.76,18.14,87.3709,350.7307,0.0997,0.0591,0.0268,0.0352,0.1619,0.0629,1.3811,1.3795,2.3788,0.7714,-0.2662,1.2404,1.1909,1.9589,-0.1399,-0.2669
"317",-22.3772,0.6135,-0.4292,0.4929,1.685,-1.6408,0.2824,-0.7938,-0.3789,-0.4221,-1.6449,12.18,14.08,72.2931,341.8361,0.0773,0.0321,0.0112,0.0051,0.1673,0.0565,0.7619,-0.5231,-0.2121,0.6338,-2.0458,0.6172,-0.6832,-0.6387,-0.3026,-2.0463
"177",-68.4345,0.229,-0.2892,-0.0469,1.4183,2.2995,-0.0497,-0.678,-0.8314,-0.2798,2.2968,9.904,18.06,60.4366,209.7568,0.097,0.1294,0.1307,0.0372,0.1669,0.0812,0.3965,-0.384,-0.4506,0.7059,3.795,0.2733,-0.5701,-0.8399,-0.0819,3.7947
"196",-41.3914,-1.3755,0.9255,-0.8169,2.6917,-0.231,-1.7117,0.5411,-1.7099,0.462,-0.2354,12.91,16.33,82.2644,407.8978,0.0794,0.0537,0.0387,0.0238,0.1829,0.0567,-2.1744,1.5518,-1.9572,2.6116,-0.5117,-2.3246,1.3758,-2.3976,1.6326,-0.5121
"359",-53.8736,-2.398,1.0814,1.3359,1.5848,-0.4711,-2.6683,0.7096,0.5981,0.0764,-0.4742,8.878,15.49,47.8334,171.6492,0.0829,0.077,0.0472,0.0238,0.193,0.0662,-3.5726,1.2475,2.4516,0.9102,-0.7605,-3.6873,1.0777,2.0872,0.1949,-0.7608
"415",-223.0884,-0.0488,2.1508,0.8106,2.6782,0.0689,-0.4163,1.6264,-0.1563,0.0389,0.0631,15.13,29.81,111.1256,612.0332,0.0832,0.046,0.0469,0.0274,0.1852,0.0529,0.22,3.0591,0.5354,1.0605,0.1463,0.0528,2.804,0.0598,-0.0541,0.1457
"221",-17.4391,0.7848,0.7448,0.1328,-0.5781,-0.7923,0.4448,0.4017,-0.7886,-2.9264,-0.7982,13.65,13.16,79.0473,564.4456,0.0965,0.0871,0.0389,0.0256,0.136,0.0634,0.9012,1.4874,-0.4095,-2.9391,-0.6701,0.7459,1.335,-0.8636,-3.9573,-0.6708
"72",-46.0121,-0.1601,1.1587,1.8705,1.0282,-0.3219,-0.4191,0.8054,1.1207,-0.4902,-0.3232,8.888,14.64,46.2685,263.8214,0.0978,0.1531,0.0861,0.0287,0.1902,0.0898,-0.126,1.8624,2.2074,0.4192,-0.3584,-0.2393,1.6996,1.8363,-0.2999,-0.3586
"504",-38.573,-0.9781,1.5253,0.3992,3.5061,0.2195,-1.4229,1.1209,-0.8024,-0.5563,0.2123,23.09,19.83,153.7364,1539.3908,0.0934,0.1275,0.1676,0.1003,0.1505,0.0548,-1.9009,2.0227,-0.1164,1.4355,0.661,-2.1183,1.8258,-0.7021,-0.096,0.6602
"127",-150.3212,0.2361,-1.9609,1.6144,3.271,-0.4362,-0.1048,-2.4348,0.6952,0.9201,-0.4419,13.61,24.69,95.0109,555.6623,0.0926,0.0786,0.0528,0.0308,0.1761,0.0613,-0.0276,-3.4073,2.0656,2.6465,-0.4914,-0.1828,-3.6352,1.6118,1.6266,-0.492
"323",-11.7852,-0.2052,-1.7493,0.7962,1.135,-0.3311,-0.534,-2.0948,-0.0954,-1.0725,-0.3393,12.86,13.32,83.6081,427.1817,0.1134,0.0883,0.038,0.034,0.1543,0.0648,-0.5031,-2.4992,0.7308,0.0264,-0.1252,-0.6522,-2.6528,0.2898,-0.9444,-0.1261
"14",-117.5364,1.7387,1.1105,1.6122,1.876,0.1394,1.3723,0.6526,0.617,-0.8787,0.1335,15.85,23.95,113.6984,692.1815,0.084,0.1002,0.0994,0.0536,0.1847,0.0534,2.407,1.5707,1.937,0.264,0.488,2.2356,1.3478,1.4458,-0.8872,0.4875
"2",-22.5794,-0.0315,1.7954,-0.5265,3.8593,-2.4628,-0.457,1.4034,-1.6529,0.2604,-2.4681,20.57,17.77,139.5917,1536.8934,0.0847,0.0786,0.0869,0.0702,0.1812,0.0567,-0.3056,1.7273,-1.5986,2.0714,-3.7426,-0.5088,1.5424,-2.1499,0.6681,-3.7432
"454",-7.5736,-1.265,-0.6618,-0.4747,2.1789,0.5114,-1.6158,-1.0094,-1.4181,-0.3186,0.503,14.53,13.98,84.9796,395.7132,0.1099,0.0924,0.069,0.0649,0.165,0.0612,-1.8866,-1.2663,-1.495,1.4059,0.9924,-2.0485,-1.4244,-1.9631,0.3377,0.9914
"102",-31.1705,-0.5615,0.0924,0.4915,3.2258,0.1987,-0.7982,-0.274,-0.1702,2.0718,0.1924,6.981,13.43,46.0227,294.5645,0.117,0.0757,0,0,0.193,0.0782,-0.6971,0.6828,0.7665,4.0618,0.2151,-0.7928,0.5276,0.4486,3.4931,0.2144
"155",-26.833,0.7336,2.0091,0.0887,2.7949,0.048,0.4001,1.6479,-0.8163,0.5162,0.0423,13.15,15.34,82.599,667.2635,0.0938,0.085,0.0929,0.0348,0.1822,0.0621,1.0916,2.7088,-0.9874,1.9993,0.296,0.9402,2.541,-1.4348,1.0036,0.2954
"486",-54.8718,-0.7518,0.0863,0.9622,2.4471,-0.5613,-1.0658,-0.2795,0.074,0.3094,-0.565,12.45,16.41,65.0158,420.6974,0.0951,0.1511,0.1544,0.0485,0.2082,0.0732,-1.2626,0.6753,1.6741,1.7363,-0.3845,-1.4071,0.5009,1.2333,0.7883,-0.385
"232",-207.6714,0.87,0.5702,0.0973,2.3812,0.0543,0.5531,0.0626,-0.7443,0.4352,0.0518,11.32,27.08,64.6671,480.0185,0.0688,0.0381,0.0163,0.0031,0.1869,0.0563,0.808,0.7424,-0.0447,1.4095,0.6906,0.6707,0.5008,-0.456,0.5298,0.6903
"81",-98.3422,1.1063,-1.3748,0.9097,0.0735,-2.5562,0.7985,-1.8113,0.0655,-1.8873,-2.5629,11.45,20.97,70.4189,366.3172,0.1102,0.0936,0.0459,0.0223,0.1842,0.07,1.143,-2.0623,1.0248,-1.7064,-3.7597,1.0056,-2.2686,0.608,-2.5914,-3.7604
"356",-76.8204,0.8576,1.0152,2.2614,2.9425,-0.1031,0.5354,0.6106,1.3773,0.7776,-0.1078,12.56,19.07,73.9901,566.632,0.0876,0.1038,0.103,0.0439,0.1533,0.0618,1.0868,1.4028,2.7695,2.3663,0.1803,0.9404,1.2096,2.3311,1.4101,0.1798
"119",-107.3223,1.4676,0.5081,1.4571,1.6364,0.0337,1.1123,0.0756,0.4598,-1.1153,0.0268,15.78,22.91,113.479,713.2114,0.1155,0.1752,0.2133,0.0948,0.2096,0.0733,1.7391,1.2006,0.8729,0.1423,0.591,1.5696,0.9859,0.378,-1.0084,0.5902
"483",-5.9122,0.2824,1.7405,2.0458,2.981,0.7616,-0.0506,1.3896,1.1342,0.6859,0.7547,13.47,14.06,90.8467,418.6242,0.1071,0.1155,0.0579,0.0527,0.1779,0.0664,0.0506,2.7801,2.0079,2.263,0.8362,-0.1028,2.6211,1.5557,1.2618,0.8354
"378",-197.335,0.383,1.5527,0.3878,3.4495,2.0955,0.0378,1.0329,-0.5284,1.1164,2.0921,13.46,28.21,93.7742,768.3146,0.0752,0.0473,0.0127,0.0112,0.1421,0.0576,0.4325,2.2536,-0.2056,3.1408,3.3978,0.2779,2.006,-0.655,2.1276,3.3975
"85",-41.32,-0.7491,2.3404,-1.2076,2.2594,0.6087,-1.0687,1.9652,-2.0712,0.1995,0.6019,12,15.65,74.6161,426.486,0.0972,0.0716,0.0415,0.0186,0.2079,0.0597,-0.8674,3.6079,-2.2583,1.4938,1.3684,-1.0098,3.4368,-2.6839,0.573,1.3677
"479",-31.7627,0.2074,0.3438,1.2324,1.3325,-0.3649,-0.1029,-0.0152,0.3863,-0.6375,-0.3716,11.49,14.59,72.4555,509.6521,0.1046,0.0823,0.0531,0.0197,0.1779,0.0657,0.3104,-0.2144,1.4089,0.3717,-0.2869,0.1725,-0.3775,0.9916,-0.5165,-0.2877
"197",-111.1057,0.1909,0.1599,1.4406,2.8019,1.4221,-0.1445,-0.275,0.5142,0.418,1.4137,13.77,22.29,95.7552,647.3556,0.12,0.1267,0.1385,0.0653,0.1834,0.0688,0.4981,0.0917,1.9867,1.9229,2.383,0.3426,-0.1208,1.5265,0.8918,2.382
"151",-93.5115,1.2763,1.502,2.5704,1.6774,1.0016,0.9433,1.0638,1.6728,-0.5513,0.9925,13,20.78,86.968,595.518,0.1135,0.0759,0.0314,0.0264,0.254,0.0609,1.5614,2.3142,3.4989,0.0179,2.0359,1.411,2.1087,3.056,-0.9621,2.0349
"223",-65.068,-0.1881,-0.1625,1.0196,0.405,0.2749,-0.478,-0.5679,0.2265,-1.3208,0.2686,10.18,17.53,69.004,389.995,0.1061,0.085,0.0177,0.0192,0.191,0.0691,-0.4805,-0.768,1.2485,-1.1496,0.4638,-0.607,-0.9527,0.8572,-1.9485,0.463
"86",-37.6107,2.163,1.6989,0.5576,3.9929,-0.4117,1.7658,1.3051,-0.5132,0.7604,-0.4186,18.46,18.52,125.3222,1149.565,0.0987,0.1053,0.1335,0.088,0.2132,0.0602,3.4693,2.1846,0.0728,2.3648,-0.1888,3.2801,1.9955,-0.455,1.0673,-0.1895
"505",-21.5507,1.5303,-0.1051,0.451,0.3062,0.0558,1.2732,-0.4326,-0.3102,-1.2221,0.0462,9.268,12.87,63.5995,364.8485,0.1634,0.2239,0.0973,0.0525,0.2378,0.095,2.4579,0.2562,0.567,-0.9362,0.4338,2.3424,0.1072,0.1877,-1.6603,0.4325
"117",-51.7142,0.8608,0.7151,1.3947,1.9713,0.3745,0.5969,0.3486,0.6434,0.4416,0.3705,8.95,15.76,61.4688,273.5646,0.0946,0.1243,0.0926,0.0231,0.1305,0.0716,1.4565,1.2559,1.2503,1.5853,0.9346,1.342,1.0851,0.8793,0.8635,0.9342
"451",-109.5606,-0.5433,-1.34,1.6259,1.0628,0.0853,-0.8552,-1.7745,0.7649,-0.979,0.0853,11.87,21.54,76.434,510.2404,0.0661,0.1064,0.0878,0.0239,0.1349,0.0661,-0.4832,-1.7015,1.953,-0.2344,0.7536,-0.6239,-1.9105,1.5279,-1.147,0.7536
"445",-16.9567,-0.616,1.215,0.8473,3.8361,-0.5966,-1.0055,0.8376,-0.2117,0.7311,-0.6025,18.03,16.85,119.9238,1047.5518,0.0895,0.1232,0.109,0.0625,0.172,0.0578,-1.0932,1.8289,0.2052,2.7708,-0.5052,-1.2792,1.6506,-0.3157,1.512,-0.5058
"66",-128.1773,0.7266,0.6541,-0.8082,3.4898,1.6625,0.3806,0.2004,-1.7651,0.9488,1.6541,14.78,23.94,98.6614,740.3232,0.1172,0.1479,0.1267,0.0903,0.1953,0.0665,1.2286,0.7689,-1.494,2.6769,2.3295,1.0659,0.5466,-1.97,1.5939,2.3285
"121",0.8935,2.212,0.3578,2.4999,1.9608,-0.3113,1.9001,0.0476,1.6597,-0.0066,-0.3172,11.41,10.82,75.9616,394.1702,0.0937,0.0669,0.0351,0.0262,0.1667,0.0611,3.4575,0.377,2.3786,1.2579,-0.046,3.3199,0.2439,1.9632,0.371,-0.0466
"50",-109.6548,-1.0468,0.6811,0.7149,2.4175,1.0897,-1.3863,0.2307,-0.199,0.0915,1.084,13.49,22.3,89.6979,533.5515,0.0875,0.077,0.0475,0.0338,0.1809,0.0572,-1.7798,0.7678,0.8538,1.4119,2.0837,-1.934,0.5535,0.4023,0.4002,2.0831
"442",-135.5951,0.2096,1.2196,0.9588,3.3165,0.2538,-0.1727,0.7501,-0.0774,0.3072,0.2482,17.27,25.42,107.2848,1016.9481,0.0833,0.1109,0.1204,0.0574,0.1467,0.0541,0.2047,1.3545,1.1356,2.5506,0.7349,0.0236,1.1238,0.6254,1.3212,0.7344
"247",-40.703,0.5041,-0.1,0.9457,0.8188,-0.8675,0.162,-0.4966,0.0389,-1.4698,-0.8706,13.2,17.43,84.4607,620.4155,0.0722,0.0452,0.0434,0.0111,0.1487,0.0564,0.3041,-0.4518,0.8072,-0.1628,-0.9957,0.1515,-0.6353,0.3623,-1.1611,-0.996
"385",-11.6722,-1.9308,0.1667,2.4491,2.7803,-1.235,-2.2659,-0.1812,1.5398,0.4928,-1.2403,13.28,13.72,88.4703,671.8877,0.0836,0.0858,0.0508,0.0286,0.1617,0.0559,-2.7044,-0.0141,2.5351,1.927,-1.2118,-2.8568,-0.1706,2.0863,0.9288,-1.2123
"142",-44.992,-0.5268,-0.17,2.114,3.8155,0.5897,-0.8945,-0.5641,1.1131,1.0074,0.5835,16.11,18.05,104.5971,751.4713,0.0972,0.1137,0.0945,0.0594,0.1861,0.0625,-0.9626,-0.25,2.3408,2.7877,1.1039,-1.1356,-0.4367,1.8466,1.6196,1.1033
"167",10.8251,1.7099,0.6396,0.6641,3.0411,-0.6251,1.4052,0.3439,-0.1522,1.1872,-0.6308,10.8,9.71,69.2763,373.1657,0.0959,0.0574,0.0253,0.017,0.1381,0.064,2.7965,0.8909,0.5691,3.2369,-0.7373,2.664,0.7675,0.1668,2.3919,-0.7379
"440",-18.0127,0.9296,2.0575,0.6972,1.2665,-0.6744,0.5788,1.6762,-0.233,-1.1564,-0.679,14.02,15.66,103.0924,560.8205,0.0797,0.0558,0.0209,0.0265,0.1589,0.0559,1.9142,3.2815,0.2164,0.0957,-0.0645,1.7555,3.11,-0.242,-0.9479,-0.065
"515",-74.2367,0.3631,1.5456,1e-04,1.3876,-0.9167,0.0045,1.1362,-0.9653,-1.2222,-0.9227,15.05,19.07,78.0758,626.9488,0.0922,0.086,0.0749,0.0434,0.1561,0.0592,0.3135,2.0412,-0.4123,-0.4266,-1.4604,0.1476,1.8474,-0.8889,-1.5311,-1.461
"258",-41.6297,-0.8484,-0.2271,1.7245,3.3642,0.5869,-1.192,-0.5932,0.7439,0.7424,0.5779,15.32,17.27,111.4122,724.4826,0.1335,0.2284,0.2448,0.1242,0.2398,0.076,-1.5576,-0.395,1.7195,2.7075,1.6745,-1.7227,-0.5736,1.2308,1.5977,1.6734
"143",-55.432,2.3586,1.3502,1.2515,1.0129,0.0828,2.0513,0.9484,0.4069,-0.9416,0.0754,11.43,17.31,69.4667,545.6644,0.1092,0.0949,0.0203,0.0186,0.1645,0.0656,3.1877,2.0718,1.3121,-0.3686,0.2214,3.0505,1.8886,0.8957,-1.2509,0.2205
"213",15.5452,1.2598,-1.3513,-0.2347,3.4129,0.3246,0.7685,-1.7245,-1.5677,-1.5455,0.3143,28.11,18.47,187.2813,2570.8628,0.1142,0.1516,0.3201,0.1595,0.1648,0.0552,1.2762,-2.0929,-0.5909,-0.4849,1.1015,1.0317,-2.2781,-1.2343,-2.2499,1.1003
"446",-153.3042,-0.6457,1.8295,2.4452,2.822,-0.2333,-0.9616,1.3539,1.585,0.7639,-0.2392,11.99,24.89,90.2776,482.9533,0.103,0.0922,0.0544,0.0427,0.182,0.0685,-0.8278,2.31,2.6695,2.5709,0.1242,-0.9697,2.0809,2.2426,1.6514,0.1235
"408",-101.8298,0.5177,-1.0717,1.5275,2.2086,-0.3397,0.188,-1.5092,0.6321,-0.0199,-0.3424,12.85,21.37,98.0975,534.6215,0.0755,0.0832,0.0613,0.0187,0.158,0.0611,0.7833,-1.843,1.4869,1.1195,-0.7249,0.6343,-2.0514,1.0461,0.1414,-0.7252
"52",-44.545,-0.2172,-0.7713,1.2828,1.9143,-0.9136,-0.562,-1.1619,0.3621,-0.4402,-0.9169,13.64,16.34,61.655,699.0295,0.0768,0.0606,0.0186,0.0172,0.1353,0.0595,-0.3438,-0.9677,0.9817,0.8776,-0.9474,-0.4995,-1.1442,0.5291,-0.1425,-0.9477
"287",-85.0562,0.5512,0.221,-0.1859,0.8619,0.2429,0.2374,-0.209,-1.0489,-1.1983,0.2396,11.94,20.76,78.6242,669.3015,0.086,0.1011,0.0657,0.0379,0.1588,0.0677,1.1369,0.114,-1.4604,-0.1785,-0.0851,0.9955,-0.0907,-1.8881,-1.0982,-0.0854
"109",-41.4241,0.6909,2.6422,-0.7696,5.1291,1.4931,0.2716,2.264,-1.963,1.2951,1.4832,22.27,19.67,156.5484,1620.948,0.1326,0.2768,0.4264,0.1823,0.2556,0.0704,1.178,3.6139,-1.4486,3.2389,2.5744,0.9682,3.4229,-2.034,1.7688,2.5732
"41",-100.5764,-0.0322,0.5211,2.3656,0.9053,0.8389,-0.3742,0.0742,1.4515,-1.4253,0.834,13.44,21.58,93.4442,603.4149,0.0816,0.0603,0.0311,0.0203,0.1784,0.0559,0.1534,0.3878,2.8617,-0.305,1.82,-8e-04,0.1775,2.4117,-1.3182,1.8195
"500",-59.1204,1.2192,0.4576,-0.2421,3.6942,-0.4369,0.806,0.0435,-1.3826,0.104,-0.4449,20.59,21.24,154.0531,1491.0232,0.1085,0.1644,0.2188,0.1121,0.1848,0.0622,0.6312,0.6644,-1.1836,1.3487,-0.6194,0.4295,0.4598,-1.7433,-0.0522,-0.6203
"207",-59.6313,-0.8124,-0.2181,0.161,2.7474,-1.3169,-1.0998,-0.6204,-0.6183,1.0726,-1.3248,9.876,17.27,69.9823,294.4072,0.1089,0.0723,0.0176,0.0195,0.1934,0.0628,-1.0816,-0.039,-0.1029,2.1261,-2.333,-1.2056,-0.2219,-0.4873,1.3465,-2.3339
"372",-1.6719,-1.2405,1.6619,1.1794,1.2732,0.811,-1.604,1.3169,0.2075,-1.3533,0.8064,15.19,13.21,97.2487,595.0142,0.0796,0.0693,0.0339,0.0266,0.1721,0.0554,-1.5098,2.1655,1.1026,-0.4468,1.3034,-1.6771,2.0126,0.6247,-1.5569,1.3029
"406",-76.908,1.8765,-0.7023,0.9191,1.7797,-0.6485,1.5731,-1.1113,0.0972,-0.1053,-0.6545,10.94,18.59,72.2945,524.9333,0.1004,0.0746,0.0494,0.0293,0.1486,0.0662,2.4965,-1.3811,0.1527,1.026,-0.6834,2.3631,-1.5723,-0.2541,0.1693,-0.6841
"24",-81.3121,0.7724,-0.3157,0.4646,3.452,-1.6176,0.3444,-0.7626,-0.6773,-0.253,-1.6254,21.16,23.04,134.369,1241.7458,0.0943,0.1022,0.1097,0.0863,0.1769,0.0528,0.8486,-0.6707,-0.4655,1.5066,-2.1546,0.6422,-0.8882,-1.0246,0.0733,-2.1554
"37",-111.1621,0.6596,2.1395,-0.0936,2.7733,1.7006,0.3153,1.7098,-1.0376,0.3008,1.694,14.25,21.72,80.0435,564.4779,0.0982,0.1098,0.1319,0.056,0.1885,0.0612,1.0992,3.1707,-0.8719,2.4277,1.9903,0.9398,2.9614,-1.3396,1.3672,1.9896
"538",-148.3547,0.4609,1.2447,-0.9593,3.0403,0.933,0.1583,0.7716,-1.8119,1.0705,0.9251,11.69,24.44,86.4611,297.0171,0.1236,0.1552,0.0452,0.0453,0.2131,0.074,0.477,1.8444,-1.7019,2.5915,1.8645,0.3388,1.6177,-2.1254,1.7026,1.8636
"344",-85.5542,-1.33,-0.5242,3.137,2.5133,-0.0113,-1.7371,-0.9466,2.0305,-0.8965,-0.0187,19.68,21.68,128.6028,1352.3682,0.098,0.1339,0.1863,0.1103,0.2082,0.0572,-1.7081,-0.9976,3.3322,0.1666,0.5428,-1.9047,-1.2055,2.7875,-1.1828,0.542
"148",-64.7346,-0.2674,0.9062,0.1885,3.7432,-1.0988,-0.6199,0.5031,-0.7818,1.1591,-1.1018,14.95,18.77,88.7536,503.5664,0.0814,0.1167,0.0905,0.0356,0.1744,0.0649,-0.738,1.1397,-0.2991,2.7214,-1.0062,-0.9025,0.9482,-0.7772,1.6249,-1.0065
"26",-12.0885,-1.6074,1.0807,1.001,3.5523,1.0174,-1.9737,0.7229,-0.0386,0.5864,1.0102,17.14,16.4,120.3079,783.0253,0.1186,0.2276,0.2229,0.1401,0.304,0.0741,-2.3314,0.9252,0.7094,2.7274,1.6743,-2.5094,0.7522,0.1931,1.509,1.6734
"83",-104.3835,0.5577,1.6223,-0.7001,4.3276,-0.7257,0.1071,1.181,-1.9667,0.0368,-0.7323,25.22,24.91,161.2884,1849.2453,0.1063,0.2665,0.3339,0.1845,0.1829,0.0678,0.2532,2.251,-1.5072,2.2458,-0.6075,0.0263,2.0271,-2.1237,0.6526,-0.6082
"118",-34.0665,0.5201,-0.4211,1.3291,3.9442,-0.622,0.1751,-0.7883,0.3658,1.3782,-0.6301,14.87,16.67,107.3344,661.2111,0.1162,0.1649,0.169,0.0892,0.2157,0.0677,0.4649,-1.5543,1.3887,3.21,-1.2977,0.3019,-1.7302,0.9097,2.1185,-1.2987
